type,complexity,question,answer
actor_director,three-hop,Which movies did Kartolo act in that were directed by Joshua Wong?,"Kartolo acted in 5 movie(s) directed by Joshua Wong:
1. Fatima (1938)
2. Gagak Item (1939)
3. Siti Akbari (1939)
4. Roekihati (1940)
5. Sorga Ka Toedjoe (1940)"
actor_director,three-hop,Which movies did Angelos Antonopoulos act in that were directed by Nikos Tzimas?,"Angelos Antonopoulos acted in 2 movie(s) directed by Nikos Tzimas:
1. The Man with the Carnation (1980)
2. The Flight of the Swan (2010)"
actor_director,three-hop,Which movies did Sabrina Ouazani act in that were directed by Ismaël Ferroukhi?,"Sabrina Ouazani acted in 1 movie(s) directed by Ismaël Ferroukhi:
1. Mica (2020)"
actor_director,three-hop,Which movies did Charles Coburn act in that were directed by Curtis Bernhardt?,"Charles Coburn acted in 1 movie(s) directed by Curtis Bernhardt:
1. The Doctor and the Girl (1949)"
actor_director,three-hop,Which movies did Claudia Harrison act in that were directed by Phil Claydon?,"Claudia Harrison acted in 1 movie(s) directed by Phil Claydon:
1. Alone (2002)"
actor_director,three-hop,Which movies did Norman Hakim act in that were directed by Shuhaimi Baba?,"Norman Hakim acted in 1 movie(s) directed by Shuhaimi Baba:
1. Tanda Putera (2013)"
actor_director,three-hop,Which movies did James Brolin act in that were directed by Peter Hyams?,"James Brolin acted in 1 movie(s) directed by Peter Hyams:
1. Capricorn One (1978)"
actor_director,three-hop,Which movies did Valentine Demy act in that were directed by Lorenzo Onorati?,"Valentine Demy acted in 5 movie(s) directed by Lorenzo Onorati:
1. Abatjour 2 (1990)
2. Rose Bluelight (1989)
3. Guendalina (1989)
4. Femmine (1988)
5. Il sofà (1990)"
actor_director,three-hop,Which movies did LightningBlue act in that were directed by Cruz S.?,"LightningBlue acted in 3 movie(s) directed by Cruz S.:
1. Roblox Titanic: Reimagined (2023)
2. Applepictures the Poseidon Legacy (2024)
3. Wilhelm Gustloff (2024)"
actor_director,three-hop,Which movies did Edward Binns act in that were directed by Sidney Lumet?,"Edward Binns acted in 4 movie(s) directed by Sidney Lumet:
1. 12 Angry Men (1957)
2. Fail Safe (1964)
3. Lovin' Molly (1974)
4. The Verdict (1982)"
actor_director,three-hop,Which movies did Yunhua Chen act in that were directed by Chiu-Feng Yuan?,"Yunhua Chen acted in 1 movie(s) directed by Chiu-Feng Yuan:
1. Hong lou meng (1962)"
actor_director,three-hop,Which movies did Tom Conti act in that were directed by Ted Robinson?,"Tom Conti acted in 1 movie(s) directed by Ted Robinson:
1. Two Brothers Running (1988)"
actor_director,three-hop,Which movies did Popi Alva act in that were directed by Orestis Laskos?,"Popi Alva acted in 2 movie(s) directed by Orestis Laskos:
1. Deka meres sto Parisi (1962)
2. O gabros mou, o dikigoros! (1962)"
actor_director,three-hop,Which movies did Warner Richmond act in that were directed by H. Bruce Humberstone?,"Warner Richmond acted in 1 movie(s) directed by H. Bruce Humberstone:
1. Strangers of the Evening (1932)"
actor_director,three-hop,Which movies did George West act in that were directed by King Baggot?,"George West acted in 1 movie(s) directed by King Baggot:
1. Human Hearts (1922)"
actor_director,three-hop,Which movies did Feng Shih act in that were directed by Jen-Chieh Chang?,"Feng Shih acted in 3 movie(s) directed by Jen-Chieh Chang:
1. Drunken Dragon Strikes Back (1979)
2. Lu Dong Bin san xi Bai Mu Dan (1978)
3. Qiu wang she yu bai zei qi (1980)"
actor_director,three-hop,Which movies did Guilherme Prates act in that were directed by Wagner de Assis?,"Guilherme Prates acted in 1 movie(s) directed by Wagner de Assis:
1. Amor Assombrado (2019)"
actor_director,three-hop,Which movies did Chandni Gupta act in that were directed by Sunny Kapoor?,"Chandni Gupta acted in 2 movie(s) directed by Sunny Kapoor:
1. Laal Joda (2001)
2. Prem Tapasya (2002)"
actor_director,three-hop,Which movies did Lakis Komninos act in that were directed by Isavella Mavraki?,"Lakis Komninos acted in 1 movie(s) directed by Isavella Mavraki:
1. Transito (1995)"
actor_director,three-hop,Which movies did Paquito Salcedo act in that were directed by Cesar Gallardo?,"Paquito Salcedo acted in 3 movie(s) directed by Cesar Gallardo:
1. Anak ng lasengga (1958)
2. 3 Sisters (1954)
3. Sarah Sollente (1962)"
actor_director,three-hop,Which movies did Rodrigo Díaz act in that were directed by David Serrano?,"Rodrigo Díaz acted in 1 movie(s) directed by David Serrano:
1. I'm Going to Have a Good Time (2022)"
actor_director,three-hop,Which movies did Satish Kaushik act in that were directed by David Dhawan?,"Satish Kaushik acted in 9 movie(s) directed by David Dhawan:
1. Andaz (1994)
2. Bade Miyan Chote Miyan (1998)
3. Mr. & Mrs. Khiladi (1997)
4. Gharwali Baharwali (1998)
5. Saajan Chale Sasural (1996)
6. Haseena Maan Jaayegi (1999)
7. Kyo Kii... Main Jhuth Nahin Bolta (2001)
8. Hum Kisi Se Kum Nahin (2002)
9. Rascals (2011)"
actor_director,three-hop,Which movies did Dan Duryea act in that were directed by Earl Bellamy?,"Dan Duryea acted in 1 movie(s) directed by Earl Bellamy:
1. Incident at Phantom Hill (1966)"
actor_director,three-hop,Which movies did Laura Valérie act in that were directed by Alain Payet?,"Laura Valérie acted in 2 movie(s) directed by Alain Payet:
1. La rousse, elle fait vraiment tout (1989)
2. Réseau baise (1989)"
actor_director,three-hop,Which movies did Gundi Ellert act in that were directed by Bettina Oberli?,"Gundi Ellert acted in 1 movie(s) directed by Bettina Oberli:
1. The Murder Farm (2009)"
actor_director,three-hop,Which movies did Rohit Raj act in that were directed by Kumar Raj?,"Rohit Raj acted in 1 movie(s) directed by Kumar Raj:
1. Tara: The Journey of Love and Passion (2013)"
actor_director,three-hop,Which movies did Soma Chakraborty act in that were directed by Atanu Ghosh?,"Soma Chakraborty acted in 2 movie(s) directed by Atanu Ghosh:
1. Angshumaner Chhobi (2009)
2. Rupkatha Noy (2013)"
actor_director,three-hop,Which movies did Tabassum Govil act in that were directed by Nasir Hussain?,"Tabassum Govil acted in 1 movie(s) directed by Nasir Hussain:
1. Phir Wohi Dil Laya Hoon (1963)"
actor_director,three-hop,Which movies did John Savage act in that were directed by Faith Isiakpere?,"John Savage acted in 1 movie(s) directed by Faith Isiakpere:
1. The Algiers Murders (2013)"
actor_director,three-hop,Which movies did Morteza Zarrabi act in that were directed by Mohammad Motevaselani?,"Morteza Zarrabi acted in 1 movie(s) directed by Mohammad Motevaselani:
1. Two Faces of the Coin (1992)"
actor_director,three-hop,Which movies did Lo Lieh act in that were directed by Meng-Hua Ho?,"Lo Lieh acted in 10 movie(s) directed by Meng-Hua Ho:
1. The Lady Hermit (1971)
2. The Long Chase (1971)
3. The Kiss of Death (1973)
4. Black Magic (1975)
5. Black Magic 2 (1976)
6. The Dragon Missile (1976)
7. Shaolin Hand Lock (1978)
8. The Vengeful Beauty (1978)
9. Abbot of Shaolin (1979)
10. Swift Sword (1980)"
actor_director,three-hop,Which movies did Gerard Broulard act in that were directed by Anonymous?,"Gerard Broulard acted in 1 movie(s) directed by Anonymous:
1. Carnal Knowledge (1970)"
actor_director,three-hop,Which movies did Ted de Corsia act in that were directed by Joseph Kane?,"Ted de Corsia acted in 1 movie(s) directed by Joseph Kane:
1. The Lawless Eighties (1957)"
actor_director,three-hop,Which movies did Jessie Ralph act in that were directed by Edward H. Griffith?,"Jessie Ralph acted in 1 movie(s) directed by Edward H. Griffith:
1. Cafe Society (1939)"
actor_director,three-hop,Which movies did Stu Armstrong act in that were directed by Kris Smith?,"Stu Armstrong acted in 1 movie(s) directed by Kris Smith:
1. The Girl Who Spoke Fire (2018)"
actor_director,three-hop,Which movies did Claudia Mori act in that were directed by Giorgio Simonelli?,"Claudia Mori acted in 1 movie(s) directed by Giorgio Simonelli:
1. Ursus in the Land of Fire (1963)"
actor_director,three-hop,Which movies did Graham Moffatt act in that were directed by John Gilling?,"Graham Moffatt acted in 1 movie(s) directed by John Gilling:
1. Vampire Over London (1952)"
actor_director,three-hop,Which movies did Guy Hastings act in that were directed by F.W. Thring?,"Guy Hastings acted in 4 movie(s) directed by F.W. Thring:
1. Clara Gibbings (1934)
2. A Ticket in Tatts (1934)
3. Diggers (1931)
4. The Streets of London (1934)"
actor_director,three-hop,Which movies did Shizu Mizuno act in that were directed by Kazuya Shiraishi?,"Shizu Mizuno acted in 2 movie(s) directed by Kazuya Shiraishi:
1. Joshi no jiken wa taitei toilet de okorunoda Part 1 (2015)
2. Joshi no jiken wa taitei toilet de okorunoda Part 2 (2015)"
actor_director,three-hop,Which movies did Élisabeth Buré act in that were directed by Jean Luret?,"Élisabeth Buré acted in 6 movie(s) directed by Jean Luret:
1. Dur, dur (1981)
2. Couples en chaleur (1977)
3. Les deux mains (1980)
4. Les débordements vicieux de Stella (1984)
5. Obsessions charnelles (1981)
6. Soumissions perverses (1977)"
actor_director,three-hop,Which movies did Sathyakala act in that were directed by A.B. Raj?,"Sathyakala acted in 3 movie(s) directed by A.B. Raj:
1. Ningalil Oru Sthree (1984)
2. Aakrosam (1982)
3. Thaalam Thettiya Tharattu (1983)"
actor_director,three-hop,Which movies did Chibie Olusama Johnny act in that were directed by Kingsley Fresh Onyenma?,"Chibie Olusama Johnny acted in 1 movie(s) directed by Kingsley Fresh Onyenma:
1. Helena's Quest (2023)"
actor_director,three-hop,Which movies did Liviu Ciulei act in that were directed by Dinu Negreanu?,"Liviu Ciulei acted in 3 movie(s) directed by Dinu Negreanu:
1. Alarma in munti (1955)
2. Nepotii gornistului (1953)
3. The Sun Rises (1954)"
actor_director,three-hop,Which movies did Dusan Djuric act in that were directed by Vojislav 'Kokan' Rakonjac?,"Dusan Djuric acted in 1 movie(s) directed by Vojislav 'Kokan' Rakonjac:
1. Izdajnik (1964)"
actor_director,three-hop,Which movies did Nina Meurisse act in that were directed by Céline Sciamma?,"Nina Meurisse acted in 1 movie(s) directed by Céline Sciamma:
1. Petite Maman (2021)"
actor_director,three-hop,Which movies did Yoshio Kaneuchi act in that were directed by Mori Masaki?,"Yoshio Kaneuchi acted in 1 movie(s) directed by Mori Masaki:
1. Time Stranger (1986)"
actor_director,three-hop,Which movies did Phillip Sacramento act in that were directed by Nuttakorn Trivittayakorn?,"Phillip Sacramento acted in 1 movie(s) directed by Nuttakorn Trivittayakorn:
1. Interrogator - Final Cut (2022)"
actor_director,three-hop,Which movies did Ursula Thiess act in that were directed by Rod Amateau?,"Ursula Thiess acted in 1 movie(s) directed by Rod Amateau:
1. Monsoon (1952)"
actor_director,three-hop,Which movies did Fazli Balkan act in that were directed by Kayahan Arikan?,"Fazli Balkan acted in 4 movie(s) directed by Kayahan Arikan:
1. Superman vs. Fantômas (1969)
2. Mülteci Memet (1969)
3. Sevimli kabadayi (1969)
4. Üç namus bekçisi (1969)"
actor_director,three-hop,Which movies did Henry Duval act in that were directed by Michael Du Pont?,"Henry Duval acted in 2 movie(s) directed by Michael Du Pont:
1. The Secret of the Sacred Forest (1970)
2. Ethan (1964)"
actor_director,three-hop,Which movies did Stanley Brown act in that were directed by Charles C. Coleman?,"Stanley Brown acted in 2 movie(s) directed by Charles C. Coleman:
1. My Son Is a Criminal (1939)
2. Outpost of the Mounties (1939)"
actor_director,three-hop,Which movies did Ryu Okochi act in that were directed by Kanenori Yamada?,"Ryu Okochi acted in 4 movie(s) directed by Kanenori Yamada:
1. Sankên doto ni odorû: kôhen (1940)
2. Sankên doto ni odorû: zenpen (1940)
3. Araki mataemon: zenpen (1939)
4. Araki mataemon: kôhen (1939)"
actor_director,three-hop,Which movies did Karl Alexander Seidel act in that were directed by Lars Büchel?,"Karl Alexander Seidel acted in 1 movie(s) directed by Lars Büchel:
1. Lippels Traum (2009)"
actor_director,three-hop,Which movies did Sumie Sasaki act in that were directed by Yoshirô Kawazu?,"Sumie Sasaki acted in 1 movie(s) directed by Yoshirô Kawazu:
1. Kiriko no unmei (1962)"
actor_director,three-hop,Which movies did Anthony Caruso act in that were directed by Gordon Douglas?,"Anthony Caruso acted in 2 movie(s) directed by Gordon Douglas:
1. The Iron Mistress (1952)
2. The Big Land (1957)"
actor_director,three-hop,Which movies did Marius Iliescu act in that were directed by Sam Logan Khaleghi?,"Marius Iliescu acted in 1 movie(s) directed by Sam Logan Khaleghi:
1. Love Is a Thieves' Game (2011)"
actor_director,three-hop,Which movies did Lucha Villa act in that were directed by Fernando Cortés?,"Lucha Villa acted in 4 movie(s) directed by Fernando Cortés:
1. Los tres calaveras (1965)
2. The Three Sins (1966)
3. Luna de miel en Puerto Rico (1969)
4. Rosa, la tequilera (1967)"
actor_director,three-hop,Which movies did Geraldine Somerville act in that were directed by Jim Doyle?,"Geraldine Somerville acted in 1 movie(s) directed by Jim Doyle:
1. Re-inventing Eddie (2002)"
actor_director,three-hop,Which movies did Santiago Gómez Cou act in that were directed by Luis Bayón Herrera?,"Santiago Gómez Cou acted in 7 movie(s) directed by Luis Bayón Herrera:
1. Joven, viuda y estanciera (1941)
2. The Novel of a Poor Young Man (1944)
3. 3 millones y el amor (1947)
4. Un marido ideal (1947)
5. La piel de Zapa (1943)
6. A Woman of No Importance (1945)
7. La amada inmóvil (1945)"
actor_director,three-hop,Which movies did Denyce Lawton act in that were directed by Darren Brown?,"Denyce Lawton acted in 1 movie(s) directed by Darren Brown:
1. Winnerz (2013)"
actor_director,three-hop,Which movies did Dick Foran act in that were directed by Peter Godfrey?,"Dick Foran acted in 1 movie(s) directed by Peter Godfrey:
1. Please Murder Me! (1956)"
actor_director,three-hop,Which movies did Sabahat Isik act in that were directed by Çetin Inanç?,"Sabahat Isik acted in 4 movie(s) directed by Çetin Inanç:
1. Reso: Vatan Için (1974)
2. Allah Benimle (1971)
3. Yunus Emre Destani (1973)
4. Püsküllü Bela (1979)"
actor_director,three-hop,Which movies did Vilma Santos act in that were directed by Al Quinn?,"Vilma Santos acted in 2 movie(s) directed by Al Quinn:
1. Swing It... Baby! (1979)
2. Disco Fever (1978)"
actor_director,three-hop,Which movies did Rajan P. Dev act in that were directed by I.V. Sasi?,"Rajan P. Dev acted in 4 movie(s) directed by I.V. Sasi:
1. Varnapakittu (1997)
2. Apaaratha (1992)
3. Ee Nadu Innale Vare (2001)
4. Anubhoothi (1997)"
actor_director,three-hop,Which movies did Rodolfo Landa act in that were directed by Servando González?,"Rodolfo Landa acted in 1 movie(s) directed by Servando González:
1. Black Wind (1965)"
actor_director,three-hop,Which movies did Kaoru Taki act in that were directed by Satoru Kobayashi?,"Kaoru Taki acted in 1 movie(s) directed by Satoru Kobayashi:
1. Name-name (1978)"
actor_director,three-hop,Which movies did Barbara De Rossi act in that were directed by Claude Chabrol?,"Barbara De Rossi acted in 1 movie(s) directed by Claude Chabrol:
1. Quiet Days in Clichy (1990)"
actor_director,three-hop,Which movies did Santosh Tripathi act in that were directed by Jignasha Patel?,"Santosh Tripathi acted in 1 movie(s) directed by Jignasha Patel:
1. Saibaba ni mahima (2023)"
actor_director,three-hop,Which movies did Lorena Velázquez act in that were directed by Raúl de Anda Jr.?,"Lorena Velázquez acted in 2 movie(s) directed by Raúl de Anda Jr.:
1. Tierra de violencia (1966)
2. Los hombres no lloran (1973)"
actor_director,three-hop,Which movies did Tihomir Zlatev act in that were directed by Vulo Radev?,"Tihomir Zlatev acted in 1 movie(s) directed by Vulo Radev:
1. Tsar i general (1966)"
actor_director,three-hop,Which movies did Mie Kitahara act in that were directed by Yôichi Ushihara?,"Mie Kitahara acted in 3 movie(s) directed by Yôichi Ushihara:
1. Yama to tani to kumo (1959)
2. Tenka o toru (1960)
3. Tekkaba no kaze (1960)"
actor_director,three-hop,Which movies did John Elliott act in that were directed by Robert F. Hill?,"John Elliott acted in 10 movie(s) directed by Robert F. Hill:
1. Cowboy Holiday (1934)
2. Danger Trails (1935)
3. Kelly of the Secret Service (1936)
4. Men of the Plains (1936)
5. The Phantom of the Range (1936)
6. Prison Shadows (1936)
7. Rip Roarin' Buckaroo (1936)
8. The Rogues' Tavern (1936)
9. Flying Fists (1937)
10. A Face in the Fog (1936)"
actor_director,three-hop,Which movies did Fabián Conde act in that were directed by Rodjara?,"Fabián Conde acted in 1 movie(s) directed by Rodjara:
1. Sábado, sabadete... (1983)"
actor_director,three-hop,Which movies did Soo Yong act in that were directed by Sidney Franklin?,"Soo Yong acted in 1 movie(s) directed by Sidney Franklin:
1. The Good Earth (1937)"
actor_director,three-hop,Which movies did Miguel Céspedes act in that were directed by Archie Lopez?,"Miguel Céspedes acted in 8 movie(s) directed by Archie Lopez:
1. El Brujo (2022)
2. Lotoman (2011)
3. Lotoman 2.0 (2012)
4. Lotoman 003 (2014)
5. Tubérculo Gourmet (2015)
6. Tubérculo Presidente (2016)
7. Luis (2017)
8. Hermanos (2018)"
actor_director,three-hop,Which movies did Karmele Aranburu act in that were directed by Chema de la Peña?,"Karmele Aranburu acted in 1 movie(s) directed by Chema de la Peña:
1. Shacky Carmine (1999)"
actor_director,three-hop,Which movies did Ilona Dajbukát act in that were directed by Emil Martonffi?,"Ilona Dajbukát acted in 2 movie(s) directed by Emil Martonffi:
1. Temporarily Broke (1938)
2. Hölgyek elönyben (1939)"
costar,three-hop,Which movies did Bhushan Pradhan and Hrishikesh Joshi act together in?,"Bhushan Pradhan and Hrishikesh Joshi appeared together in 1 movie(s):
1. Time Bara Vait (2015)"
costar,three-hop,Which movies did Filimon Methimakis and Kia Bozou act together in?,"Filimon Methimakis and Kia Bozou appeared together in 1 movie(s):
1. Enas Kitsos sta bouzoukia (1970)"
costar,three-hop,Which movies did Silvio Bagolini and Luisella Beghi act together in?,"Silvio Bagolini and Luisella Beghi appeared together in 4 movie(s):
1. Mare (1940)
2. Small Hotel (1939)
3. Gran premio (1944)
4. Inquietudine (1946)"
costar,three-hop,Which movies did Gabriel Arcand and Vincent Bilodeau act together in?,"Gabriel Arcand and Vincent Bilodeau appeared together in 1 movie(s):
1. Chaos and Desire (2002)"
costar,three-hop,Which movies did Arya Babbar and Karisma Kapoor act together in?,"Arya Babbar and Karisma Kapoor appeared together in 1 movie(s):
1. Dangerous Ishq (2012)"
costar,three-hop,Which movies did Bradford Dillman and Diane Varsi act together in?,"Bradford Dillman and Diane Varsi appeared together in 1 movie(s):
1. Compulsion (1959)"
costar,three-hop,Which movies did Hisashi Yoshizawa and Toshie Kobayashi act together in?,"Hisashi Yoshizawa and Toshie Kobayashi appeared together in 1 movie(s):
1. One Missed Call 2 (2005)"
costar,three-hop,Which movies did Erdal Cindoruk and Ihsan Berk Aydin act together in?,"Erdal Cindoruk and Ihsan Berk Aydin appeared together in 1 movie(s):
1. Sürgün Inek (2014)"
costar,three-hop,Which movies did Giuseppe Farnesi and Francesca Bertini act together in?,"Giuseppe Farnesi and Francesca Bertini appeared together in 2 movie(s):
1. La sfinge (1920)
2. Fatale bellezza (1922)"
costar,three-hop,Which movies did Joseph Holzknecht and Günther Götsch act together in?,"Joseph Holzknecht and Günther Götsch appeared together in 1 movie(s):
1. Jakob Hutter und die Hutterer - Märtyrer des Glaubens (2004)"
costar,three-hop,Which movies did Madeleine Martin and Alexej Manvelov act together in?,"Madeleine Martin and Alexej Manvelov appeared together in 1 movie(s):
1. Pink Cloud Syndrome (2018)"
costar,three-hop,Which movies did Aleksandr Parra and Svetlana Ryabova act together in?,"Aleksandr Parra and Svetlana Ryabova appeared together in 1 movie(s):
1. Silnee vsekh inykh veleniy (1988)"
costar,three-hop,Which movies did Ritoku Arashi and Enshô Jitsukawa act together in?,"Ritoku Arashi and Enshô Jitsukawa appeared together in 95 movie(s):
1. Don Quijote (1920)
2. Nio no ukisu (1922)
3. Shimizu Jirochô: Dai-ippen (1924)
4. Shinshutsu kibotsu (1924)
5. Ninjutsu Kirigakure Sen'emon (1922)
6. Ban Dan'emon (1921)
7. Tokugawa tenichibô (1921)
8. Nyonin jigoku (1924)
9. Kyûbi no kitsune (1923)
10. Kosode Soga (1920)
... and 85 more"
costar,three-hop,Which movies did Dana Droppová and Vica Kerekes act together in?,"Dana Droppová and Vica Kerekes appeared together in 1 movie(s):
1. The Chambermaid (2022)"
costar,three-hop,Which movies did Anthony White and Tom White act together in?,"Anthony White and Tom White appeared together in 1 movie(s):
1. The Evil Cat (2008)"
costar,three-hop,Which movies did Jan Plouhar and Michaela Kuklová act together in?,"Jan Plouhar and Michaela Kuklová appeared together in 1 movie(s):
1. The Damned (2002)"
costar,three-hop,Which movies did Jean Bennett and Fabio Marini act together in?,"Jean Bennett and Fabio Marini appeared together in 1 movie(s):
1. La ballata del sacco di Prato (2014)"
costar,three-hop,Which movies did Lautaro Bettoni and Rita Pauls act together in?,"Lautaro Bettoni and Rita Pauls appeared together in 1 movie(s):
1. Hunting Season (2017)"
costar,three-hop,Which movies did Shane Robinson and Sam Lucas Smith act together in?,"Shane Robinson and Sam Lucas Smith appeared together in 1 movie(s):
1. Dub Daze (2019)"
costar,three-hop,Which movies did Slavko Popadic and Derya Durmaz act together in?,"Slavko Popadic and Derya Durmaz appeared together in 1 movie(s):
1. Elaha (2023)"
costar,three-hop,Which movies did Hikaru Kurosaki and Satoshi Kurihara act together in?,"Hikaru Kurosaki and Satoshi Kurihara appeared together in 1 movie(s):
1. Kabamaru the Ninja (1983)"
costar,three-hop,Which movies did François Clavier and Jean Fornerod act together in?,"François Clavier and Jean Fornerod appeared together in 1 movie(s):
1. Fille du vent (2020)"
costar,three-hop,Which movies did Soroush Jamshidy and Azadeh Samadi act together in?,"Soroush Jamshidy and Azadeh Samadi appeared together in 1 movie(s):
1. Under the Supervision (2019)"
costar,three-hop,Which movies did Reika Kazami and Kaoru Ôhara act together in?,"Reika Kazami and Kaoru Ôhara appeared together in 1 movie(s):
1. Jôji hunter (1984)"
costar,three-hop,Which movies did Am Park and Ji-mee Kim act together in?,"Am Park and Ji-mee Kim appeared together in 26 movie(s):
1. Promise of the Flesh (1975)
2. The First Snow (1958)
3. The Twilight Train (1957)
4. Wife's Confession (1964)
5. Return of the Condemned (1970)
6. Lover (1968)
7. Buddha (1964)
8. Mrs Seoul (1967)
9. A Virgin Man (1971)
10. Quiet Your Life (1971)
... and 16 more"
costar,three-hop,Which movies did Karen Voels and Carl Swanson act together in?,"Karen Voels and Carl Swanson appeared together in 1 movie(s):
1. Marathon Mindset (2022)"
costar,three-hop,Which movies did Pola Morelli and Bülent Oran act together in?,"Pola Morelli and Bülent Oran appeared together in 1 movie(s):
1. The Last Song (1954)"
costar,three-hop,Which movies did Lilian Esoro and Chucks Chyke act together in?,"Lilian Esoro and Chucks Chyke appeared together in 2 movie(s):
1. I Voted Now Wetin (2013)
2. The Itch (2018)"
costar,three-hop,Which movies did Gelareh Abbassi and Sahar Ghoreishi act together in?,"Gelareh Abbassi and Sahar Ghoreishi appeared together in 1 movie(s):
1. Maghsad (2016)"
costar,three-hop,Which movies did Geetanjali Kulkarni and Sharad Jadhav act together in?,"Geetanjali Kulkarni and Sharad Jadhav appeared together in 1 movie(s):
1. Vegali Vaat (2020)"
costar,three-hop,Which movies did Moe Arai and Masahiro Toda act together in?,"Moe Arai and Masahiro Toda appeared together in 1 movie(s):
1. Twilight Syndrome: Dead Go Round (2008)"
costar,three-hop,Which movies did Julián Soler and Carlos López act together in?,"Julián Soler and Carlos López appeared together in 2 movie(s):
1. Thy Son (1935)
2. Clemencia (1935)"
costar,three-hop,Which movies did Lala Yaqoob and Monica Desai act together in?,"Lala Yaqoob and Monica Desai appeared together in 1 movie(s):
1. Bhanvara (1944)"
costar,three-hop,Which movies did Salah Nazmi and Mahmoud Abdel Aziz act together in?,"Salah Nazmi and Mahmoud Abdel Aziz appeared together in 5 movie(s):
1. Lak Yom Ya Baih (1984)
2. El-Banat Ayzah Aih (1980)
3. Farewell to Torment (1981)
4. The Shame (1982)
5. Al Maatooh (1982)"
costar,three-hop,Which movies did Neil McGarry and Iveta Pole act together in?,"Neil McGarry and Iveta Pole appeared together in 1 movie(s):
1. Masas (2022)"
costar,three-hop,Which movies did Sôzabruô Matsuyama and Teruko Sanjô act together in?,"Sôzabruô Matsuyama and Teruko Sanjô appeared together in 32 movie(s):
1. Moyuru uzumaki: kôhen reimei no maki (1938)
2. Shinpen shiranui kanja: kôhen (1936)
3. Shinpen shiranui kanja: zenpen (1936)
4. Ônshu yakuza bushî (1935)
5. Goto matabei (1937)
6. Inabushî, yakuza (1937)
7. Yâshahimê henge (1937)
8. Moyuru kûjudamâ: kôhen (1937)
9. Yurei kishu: zenpen (1936)
10. Îsamihadâ adauchi dochû (1936)
... and 22 more"
costar,three-hop,Which movies did Yumiko Hasegawa and Mitsuo Asano act together in?,"Yumiko Hasegawa and Mitsuo Asano appeared together in 2 movie(s):
1. Sword in the Moonlight (1957)
2. The White Fan (1956)"
costar,three-hop,Which movies did Carl de Vogt and Madge Jackson act together in?,"Carl de Vogt and Madge Jackson appeared together in 4 movie(s):
1. Allein im Urwald (1922)
2. Der Herr der Bestien (1921)
3. Die Schreckensnacht in der Menagerie (1921)
4. Unter Räubern und Bestien (1921)"
costar,three-hop,Which movies did Kurumi Inagaki and Misako Renbutsu act together in?,"Kurumi Inagaki and Misako Renbutsu appeared together in 1 movie(s):
1. The Memory Eraser (2020)"
costar,three-hop,Which movies did Pep Tosar and Rubén Sánchez act together in?,"Pep Tosar and Rubén Sánchez appeared together in 1 movie(s):
1. La Estrella (2013)"
costar,three-hop,Which movies did Milena Dvorská and Jaroslav Dusek act together in?,"Milena Dvorská and Jaroslav Dusek appeared together in 1 movie(s):
1. Stone Bridge (1996)"
costar,three-hop,Which movies did Charly Bravo and Tim O'Connor act together in?,"Charly Bravo and Tim O'Connor appeared together in 1 movie(s):
1. The Cross of Iberia (1990)"
costar,three-hop,Which movies did Jana Milic Ilic and Ana Sofrenovic act together in?,"Jana Milic Ilic and Ana Sofrenovic appeared together in 1 movie(s):
1. Doctor Ray and the Devils (2012)"
costar,three-hop,Which movies did David Scott and Renee Summers act together in?,"David Scott and Renee Summers appeared together in 6 movie(s):
1. Dangerous Stuff (1985)
2. Dirty Blonde (1984)
3. Stray Cats (1984)
4. Sex on the Set (1984)
5. The T & A Team (1984)
6. Wet Dreams (1986)"
costar,three-hop,Which movies did David Bradley and John R. Walker act together in?,"David Bradley and John R. Walker appeared together in 1 movie(s):
1. Emily the Little Match Girl (2021)"
costar,three-hop,Which movies did Shivaji Guruvayoor and Nikki Galrani act together in?,"Shivaji Guruvayoor and Nikki Galrani appeared together in 1 movie(s):
1. Vellimoonga (2014)"
costar,three-hop,Which movies did Devbala and Molina Devi act together in?,"Devbala and Molina Devi appeared together in 4 movie(s):
1. Nabin Yatra (1953)
2. Karodpati (1936)
3. Abhagin (1938)
4. Abhigyan (1938)"
costar,three-hop,Which movies did Henry Sedley and Edward Gordon act together in?,"Henry Sedley and Edward Gordon appeared together in 2 movie(s):
1. A Boy of the Streets (1927)
2. Million Dollar Mystery (1927)"
costar,three-hop,Which movies did Goran Bogdan and Lee Delong act together in?,"Goran Bogdan and Lee Delong appeared together in 1 movie(s):
1. Kick and Scream (2022)"
costar,three-hop,Which movies did Nathalie Alonso Casale and Mahmoud Nazaralian act together in?,"Nathalie Alonso Casale and Mahmoud Nazaralian appeared together in 1 movie(s):
1. Dogs and Fools (2016)"
costar,three-hop,Which movies did Hua Yang and Yang Bai act together in?,"Hua Yang and Yang Bai appeared together in 1 movie(s):
1. Huan xiang ri ji (1947)"
costar,three-hop,Which movies did David Gordon and Annette Cardoso act together in?,"David Gordon and Annette Cardoso appeared together in 4 movie(s):
1. I-75 (2003)
2. I-95 (2004)
3. I-595 (2005)
4. Vehemence (2001)"
costar,three-hop,Which movies did Chanda Romero and Azenith Briones act together in?,"Chanda Romero and Azenith Briones appeared together in 2 movie(s):
1. Bilanggo (Prison No. 10069) (1982)
2. Basta Driver, Sweet Lover (1979)"
